age,income,credit_score,loan_amount,employment_years,region,product_type,missing_feature,duplicate_prone,id_col,target,post_event_score
53,38388.00587225924,631,41041.48596823603,19.085332505902564,north,B,4.967809608454468,2,999,1,1.0
36,46944.233290955635,618,9063.25001168289,4.913822261077741,north,A,,5,1000,0,0.05927716686304944
51,63320.76403719904,605,48146.76001806346,12.207443569400404,north,A,7.963764776962629,3,1001,0,0.0
29,37994.53158362175,726,45134.90611255931,3.354077566315573,east,A,,1,1002,0,0.047215233894862346
23,50001.335464454576,472,48335.84752577964,7.556643733496285,east,A,10.227599130680593,1,1003,0,0.0
39,60631.003274838986,807,41375.6829064222,1.5855062096689188,west,B,10.368733414351327,5,1004,0,0.006379961638362782
27,37633.00926780883,663,18243.999159769413,16.041095854251083,north,B,,1,1005,0,0.0
36,66431.20688922434,711,31169.996043559448,0.04055603817654324,south,A,7.461820770280376,1,1006,0,0.0023139734003694164
43,51093.25219566984,722,10407.30900072794,2.6642382123755928,south,C,9.945133291632553,3,1007,1,0.950548285757525
65,47523.161549910656,579,38937.50292497253,0.7925978885392194,east,B,10.60887104562763,3,1008,0,0.02184417280251007
57,19877.78291299678,558,11913.784969676619,8.266574506057822,north,A,8.52745376692333,2,1009,0,0.07931436327573904
27,44395.81336979789,546,44007.077071590444,1.8010543888340642,west,A,10.056653490165882,1,1010,0,0.0
28,55573.88624217954,625,15825.062863076508,0.40061657865738287,north,B,,1,1011,0,0.009482276083161151
34,76180.17528203702,719,12218.53582773174,4.167963442729855,east,B,,3,1012,0,0.04279365605395067
65,58518.33731167419,591,8190.696366093764,4.500856312609071,west,A,,5,1013,0,0.0
28,66893.24347667524,710,37011.430762286516,4.2893756530313505,north,A,14.062800329557007,1,1014,1,1.0
34,31863.43139567092,413,13379.169960726049,1.1409459485783309,east,A,,3,1015,0,0.0
34,48097.66256520568,611,13895.051542777395,6.716368821554331,east,A,12.056107130798367,1,1016,0,0.0
46,68311.19663493296,766,12636.347173825023,5.836855752862662,west,A,9.893394262017692,4,1017,0,0.0
52,36683.99674400115,632,18760.780511082245,12.32789774822447,east,A,9.93851233547894,1,1018,1,1.0
48,64478.339434596535,567,47354.514535777715,10.587333700664404,west,A,8.831941333555985,2,1019,0,0.00015114727494850718
44,60999.767969005,584,26897.975506594496,19.15587575468551,south,A,10.238247858732555,1,1020,0,0.031795062242243315
29,54120.854726747304,347,16739.507268759502,9.020876658375403,north,A,10.635997388828095,4,1021,1,0.9681896979788853
42,45069.46062296038,548,12667.584186700647,2.3694600594474053,east,A,8.43148298216964,4,1022,0,0.0
60,35205.572681413476,755,5850.5638867447105,3.4448714873170423,west,A,9.749911168280232,1,1023,1,1.0
65,76630.68941154971,591,21424.669118075635,0.5031534917983804,south,B,8.779802267885772,3,1024,0,0.06985952450372819
45,59477.93776586046,603,9952.766340173697,17.091402561426115,west,B,14.599328139229677,2,1025,0,0.03145051238154921
27,55109.24187013174,416,6215.539805112316,2.4309468417640283,west,A,9.820538460176763,1,1026,0,0.09237061243055725
46,43807.25377696623,486,9634.086767112483,13.702711062044965,east,B,,1,1027,1,1.0
39,50568.07444384967,769,19333.468237658286,12.207775668561512,west,B,9.608755338384624,5,1028,0,0.025964642792718425
28,52470.75904955049,711,38788.86656472299,3.960875386794517,east,A,,4,1029,0,0.033964644033495965
31,55998.13527100359,520,8014.3813025836835,5.019843658798356,west,C,7.3572718567094615,4,1030,0,0.07440853778895816
32,61015.10432707901,586,35540.3265690462,3.3173214807509055,south,A,9.105854816264271,2,1031,0,0.061878503305859325
49,38262.927112173624,647,32924.41379605609,0.16543809334873372,east,A,,2,1032,0,0.0
65,28001.045517694936,530,44689.559246005454,10.662245917956906,north,B,13.172007661919734,4,1033,0,0.04002909438050356
47,51264.212769102465,449,13279.415381242658,5.074608260029237,north,A,10.443965555352543,3,1034,1,1.0
50,23791.739940128573,634,40742.046755553834,3.3263017142962843,east,A,,1,1035,0,0.0
40,45145.085075095434,707,43918.93476716339,1.4628374377744349,east,A,11.28145822040584,3,1036,0,0.0
35,42362.15254832356,709,48941.78592432816,1.9927345171771291,north,A,13.254802678929371,3,1037,0,0.0
48,57376.22288302504,737,41384.72111086212,0.9616828801447779,north,A,9.881915565389889,3,1038,0,0.0
44,79738.95553229464,494,10569.569036863262,11.090165064548898,north,A,14.780445421303607,3,1039,0,0.0
33,20831.140641446586,655,47620.805457354385,0.1585235300431358,east,C,9.029207594171755,5,1040,0,0.0
43,84112.77545477601,623,41674.642376170275,0.42665297785402256,south,A,8.467076331604662,2,1041,0,0.03571706263809785
41,46503.87261321461,641,14554.633300460464,0.9999970288142607,north,B,7.579894300621932,3,1042,0,0.0
38,55217.1302325887,628,12433.883024583283,4.270249537411659,west,A,14.662049343116141,5,1043,0,0.004173130137561833
35,28777.51763564425,583,47138.63676801716,4.2495683142897205,east,A,11.638895145235795,5,1044,0,0.0
45,64953.07355339481,348,12006.438174764531,4.410045094426753,north,C,9.331758533239384,5,1045,0,0.014938364248541579
35,50622.088045275865,766,39969.6523434089,0.2966015254370516,east,A,12.49804539374699,4,1046,0,0.025406769573478302
65,49077.988832175695,682,23236.66644184212,2.962194978897111,west,A,11.375384370235563,1,1047,0,0.0
47,20939.223276455694,501,37571.23694717414,18.354601496297104,south,B,13.93225494275118,5,1048,0,0.0
46,51106.95220771141,697,9133.312107499194,2.2954549732063243,west,A,6.904334334520177,1,1049,1,0.9366414866296322
39,62687.42485724861,605,37627.62294823112,4.819507947583702,south,A,9.46927978337149,3,1050,0,0.025460739840892588
37,46455.82046775217,608,28036.01197935862,3.815368290992569,north,C,9.074957232114349,3,1051,0,0.008200328027409037
26,67612.99018466225,573,45517.02734024815,11.910249575392921,north,A,6.052634647182797,4,1052,0,0.0
34,66993.42757837044,703,13477.92877597804,7.122430805910515,north,A,12.120654409559389,4,1053,0,0.0
27,40383.569258887284,570,9921.023508875067,1.7047429626840676,south,A,,4,1054,0,0.016141771771629548
27,73926.70788196089,540,13829.913431818959,3.324681592473282,south,A,11.479262409973124,2,1055,0,0.017142574600570275
30,50679.42446487623,763,8535.891526222098,0.00886025959325452,south,A,14.719543868659223,4,1056,0,0.0
58,50746.17876181746,632,49106.77433877847,2.1855296747079818,south,A,9.293512616344783,4,1057,1,0.9682201598064792
58,51484.71833904096,635,10528.54816600756,13.328289275904314,west,A,,1,1058,0,0.0
34,51039.73626411689,719,14038.292551761224,10.444627452709202,north,B,10.237328339447991,4,1059,0,0.0
29,10547.999650122372,583,41435.85862743751,1.5038335405446193,west,B,11.97449470596682,1,1060,0,0.10303411125246593
36,47217.40402715419,603,16103.947806580396,0.0010858998522285618,north,A,8.866573949379701,3,1061,1,0.9808052663814459
49,29540.802925063184,680,15003.200308574202,3.2095294829761567,west,A,,2,1062,0,0.01448326560571894
54,74395.03553323515,495,35253.940118345796,0.543989147034681,north,A,12.114378540482733,2,1063,0,0.02329632441415746
43,73791.244875818,672,22944.4353697923,9.69846600218965,north,B,10.75727864767607,2,1064,0,0.07002621453070959
45,62779.07498683382,574,42596.56192101406,1.5555398329217263,north,A,5.910543473990359,5,1065,0,0.0
44,46422.98843991668,735,33722.12055481683,3.497761384212013,south,B,,5,1066,1,1.0
28,34879.775950944524,704,17969.66226880146,1.488697159507189,west,A,13.00247172765442,4,1067,0,0.0
29,40136.28498086593,691,31906.547402886335,4.716120631744184,south,C,10.803856566157625,4,1068,0,0.12506726148232014
65,79139.6285963905,489,43990.77296965516,9.635104555711289,north,C,8.475608137925501,2,1069,0,0.018130110961307476
43,39617.03920220059,639,21401.733224860785,2.3584567929221323,east,A,,1,1070,0,0.0
25,14666.069684209047,532,38141.1824685905,1.3950763852035062,east,A,10.02647334560334,3,1071,1,0.9901420663678557
46,65452.4826272809,646,23712.48411697192,0.6418992084626587,east,A,11.471466720560327,3,1072,0,0.06681346786641268
32,72507.5467042684,418,29438.302900032486,1.4993269987520639,east,A,7.283473210282422,2,1073,0,0.004077057720561348
55,74888.23530749783,495,38016.50125092066,16.186238313056855,west,B,8.318101722659083,2,1074,1,0.9970187296201448
53,65575.22006373992,768,7723.731708942974,0.5858134688667441,north,A,10.545911509726778,1,1075,1,1.0
49,68022.79515852171,686,25472.728505376104,2.6883431829226625,south,A,9.8003308390091,5,1076,0,0.0
43,50794.01111080313,614,9284.608219667878,0.09313306756683054,east,C,,2,1077,0,0.0
59,18855.56564762505,559,37625.249501244194,7.9190521101518865,east,C,7.540985205280805,5,1078,0,0.0
61,50418.2156225002,541,32351.281933331255,1.211922383495883,west,A,,4,1079,0,0.08644103904831951
32,59323.59158629125,670,19711.83471751753,9.27958472198309,west,C,12.183167238754944,1,1080,0,0.0
48,47970.94915150625,615,8432.668102677599,4.5627601784027885,west,A,10.973637094298567,1,1081,0,0.008473332988174419
35,47287.45821890578,804,46661.1107913463,6.378164844404797,north,A,10.278223479523184,3,1082,1,1.0
31,35538.22941472517,631,19175.16742464479,8.556241535011393,east,A,,1,1083,1,0.999317444004077
61,34973.91885091961,655,17391.954982853313,6.583865914779769,west,A,,5,1084,1,0.9373068602255088
51,77572.22772149104,511,9545.223691291263,12.170094846193566,south,A,9.856002815120423,5,1085,1,0.9500617986144433
44,78115.19554820213,613,30980.894409346118,1.8027078123009028,east,A,12.519411705760811,4,1086,0,0.02612584591783092
33,49960.29303130845,667,16954.405492532605,15.072077043316117,north,A,9.761942986799749,2,1087,0,0.0
62,54222.8540763939,612,42928.388699530005,8.8070320866025,north,C,,5,1088,0,0.0
65,35287.12914444472,601,35724.505263206695,1.913250752568937,north,A,,4,1089,0,0.019348916139454955
32,59638.62274909181,682,5176.1707614233,6.937865881520482,west,B,,2,1090,0,0.0
30,76394.737574213,801,30455.35752497128,8.746005992376043,west,A,9.252972005638306,5,1091,0,0.03156096367851257
41,27061.5383008296,664,15432.560456887812,4.214975959247387,west,A,10.970606566126282,2,1092,0,0.0
49,56958.24949553591,764,5691.520401250998,3.954388641144577,south,A,11.04568752149806,3,1093,0,0.0
37,58085.333639675606,712,32871.52233443507,2.094956340555769,west,A,11.777966360809296,4,1094,0,0.002611909150853728
65,57914.09772333886,758,14221.146209244203,0.2798796680686989,north,A,12.847118944530067,5,1095,0,0.0
43,74642.26501772704,589,45483.61144789532,6.5148938387840625,north,C,11.991717448744721,1,1096,0,0.0
35,80540.2731825673,629,30802.13334290015,1.0438130356650506,south,A,8.13152187170408,2,1097,0,0.0
36,46497.744831910066,629,14413.32993740163,17.106222902234038,north,A,8.192931106847455,5,1098,1,0.9427828537614715
65,60097.60508234537,704,49060.734785925866,18.195474130034334,east,B,9.848457047080352,3,1099,1,1.0
40,51263.50558589089,729,29589.8704975002,6.017754596744304,east,C,9.097649285521172,4,1100,0,0.0
61,40518.27060590456,662,12446.247745686884,7.214746374780999,north,A,7.7233465460781145,4,1101,0,0.0
27,54062.21235321522,737,28275.897657608333,3.618474840230215,north,C,9.116616411654011,2,1102,0,0.0
56,60072.49292750372,593,48170.707620039466,0.7165410536246053,south,A,,2,1103,0,0.005060128246095379
33,53253.93028125478,738,24089.460387899846,14.194469137616958,north,A,8.656304520477589,3,1104,1,0.9776954773244056
51,36782.281857708236,751,24140.54803526321,1.265877561385097,west,B,,1,1105,0,0.01999079431978447
33,43046.59040216484,717,25750.702500115935,0.016686073888933613,south,A,,4,1106,0,0.028701817475631893
37,43161.38869738014,663,17604.659801951995,15.612999187727844,south,B,,1,1107,0,0.12008501379765575
31,37363.340676039435,721,12280.262586964318,12.340262062252489,north,A,14.94361815211094,5,1108,0,0.05753221006803627
51,54703.09372408503,560,31051.746651579186,0.34022045890953556,east,B,10.341016372039299,4,1109,1,0.9181814827818331
54,56271.68144439616,669,45239.008852289815,9.690971398117473,east,B,9.419868452125497,2,1110,0,0.0
34,64692.76401330794,680,38107.838385563875,7.037646138737865,west,A,10.008265765309732,1,1111,0,0.0
28,37135.66477759053,517,9328.433343689812,9.590276700379372,east,A,10.51298395688708,4,1112,0,0.028753546121231956
60,41337.8197065681,697,23038.20392249426,1.9552717690808534,south,A,10.870507914342127,3,1113,0,0.0
35,73318.54177896856,525,5238.314595747593,4.723601021032733,north,B,,1,1114,1,0.973437391790083
39,47532.562038906195,607,18857.31736491844,8.536451657170078,south,A,8.309359070044863,3,1115,1,0.9377794062045339
32,50451.96543877451,653,35121.94666763386,1.7525878218792887,east,B,11.718092116355471,5,1116,0,0.0
50,47373.44417906526,576,18060.54275709546,5.166264138072713,north,A,10.415501195228249,4,1117,0,0.0
50,66995.46228082465,658,42825.12435928249,5.245585384851053,north,A,6.857804514858765,4,1118,0,0.0
64,67577.13021072545,656,26482.289609332023,9.445954537618658,north,B,11.541397564189527,3,1119,0,0.0
56,66698.12150883272,567,35112.56732779741,1.6415576559659115,north,B,,1,1120,1,1.0
55,50398.51417036322,706,44773.93504766675,17.343922567632205,north,A,8.28564719244514,5,1121,0,0.023610693141669258
40,36913.460337664976,573,35726.46388922402,0.043886673064513215,south,A,9.982132264216059,4,1122,0,0.0
39,78878.19616638882,850,45379.67919284627,0.34295078054006567,east,B,6.549291475984592,3,1123,1,1.0
50,62844.63465433276,639,41362.94101663867,2.350106333468183,south,B,7.482387080631327,4,1124,0,0.0
40,43150.11527911416,532,30517.89104274757,2.610291976793182,north,A,,2,1125,0,0.06711278630133163
57,71357.28270416617,551,18375.489500786345,1.3194204303334933,south,A,,4,1126,0,0.08070541865783137
32,41965.86627111358,764,18416.408209311026,18.156266186047894,north,A,,5,1127,0,0.0
27,71160.55104782985,609,44389.89904362602,0.7132348617734655,east,A,,2,1128,0,0.0
48,72174.26884076737,513,7424.790338232582,9.69575944147551,north,A,,1,1129,0,0.0
36,36177.75842478416,735,47364.658164357075,6.297416557734177,south,A,9.058356684448928,4,1130,1,0.9773128958862097
31,58726.374545314415,608,19717.69100864799,1.108587251747932,west,B,11.478652051349806,5,1131,1,0.99465863820377
65,61732.86055941993,715,38249.19769160324,2.245853968338227,east,A,7.676533282131307,5,1132,0,0.06852348237031639
41,89223.63799379498,743,19851.338868685172,0.3147670517009877,west,B,8.189269574636336,5,1133,0,0.04778009051545321
29,38865.483235492145,677,47898.56251549223,1.3529882725479399,south,A,,2,1134,0,0.048550225186704786
35,71488.14915490744,850,6641.331357052661,9.5946453621904,west,A,11.93881958149641,5,1135,1,1.0
38,50260.19027050331,477,20899.34944881424,7.776289542438089,east,A,,2,1136,0,0.0
48,31379.53724629146,568,44035.74711622598,0.301022837576288,east,A,8.669876559276753,3,1137,0,0.0
35,48200.192452485695,624,17332.544261163817,7.148905940646905,east,A,,5,1138,0,0.003036063157621537
39,50036.97141649561,850,17402.87644669741,0.1987296848629897,east,C,8.431715413059182,5,1139,0,0.0
44,34116.64710327066,829,45443.83172308773,0.6776818521371726,north,B,13.6524186938136,4,1140,0,0.015199147527605334
47,54682.60428277294,778,42376.20139276635,0.376790251857112,south,B,7.732457949160543,3,1141,0,0.04025617607051741
40,64367.138832478726,570,9759.703788337516,3.6791265182880544,east,B,12.656957621583462,3,1142,0,0.027267269597916245
65,53573.00981093019,582,31108.0959441206,0.5409512097285065,south,B,8.687027786362552,5,1143,1,1.0
50,41872.33865930185,567,15052.78347529665,0.9618549455013012,west,A,,5,1144,1,0.9066858675021799
49,47772.91897389551,571,14681.22222941861,4.3906023807298675,east,B,11.18264145770497,2,1145,0,0.0666677898335548
49,49931.849648098236,799,32693.179410660312,7.803105757621049,north,A,7.9679669411835565,1,1146,0,0.0
57,53259.82441221573,625,10573.977387425568,5.379352692327126,east,A,8.955523040914986,5,1147,0,0.0
43,66647.46143360046,638,26140.05504513392,1.104613007961102,east,B,11.562362410447484,5,1148,1,1.0
32,54079.09630079134,727,16511.9780418296,30.0,south,B,12.105288835231123,1,1149,0,0.017929876299241154
46,28959.550570554344,483,43426.511265981084,1.0125815620331302,west,A,9.858568816551076,3,1150,1,0.9361081836477019
48,41565.18392016963,655,29952.24045656594,2.884352918702473,south,C,10.089316561926934,3,1151,0,0.0
60,52490.31576344955,540,14679.897406772683,1.3289554204758358,north,A,11.516706065288131,1,1152,1,1.0
31,66861.8672743117,620,46690.95437248124,1.6291596648017237,north,B,,4,1153,0,0.02554225068847454
33,69467.69662304828,591,42030.343868303826,4.205470507638465,west,C,,5,1154,0,0.0
42,76620.28012381183,586,16938.150366466114,15.948134061903112,south,A,8.37405195071964,2,1155,0,0.019629631948248828
49,51959.215963689574,672,48247.29085118503,16.013395070894465,south,C,,4,1156,0,0.0
30,61449.6376325374,672,17048.251271392073,3.4494700806055114,south,B,,1,1157,0,0.031219462865189503
31,28183.07698395546,628,18168.940492113936,1.6919724206750715,east,B,,2,1158,0,0.0
53,56448.22359742224,687,22368.350943715002,2.3226622936069323,east,C,11.5590588415429,3,1159,0,0.00402567289591024
30,33871.03847808707,563,12416.234920455536,5.6052164037022125,west,A,,5,1160,0,0.0
33,49061.912063678756,718,35915.726242074554,0.4028069312137492,west,A,,5,1161,0,0.05803286639556341
54,95447.57583308214,629,30080.179662250717,12.463369751266496,west,A,8.666498299586289,5,1162,0,0.012106501435016875
49,54553.31354285644,601,45250.81166983654,0.2944726573250629,south,A,,5,1163,1,0.9700449072679742
35,37042.80171229507,570,15839.385154093994,6.295191152601223,east,A,8.351738557321047,5,1164,0,0.0179796352772087
47,56116.83508936858,625,12660.389896963972,30.0,south,A,7.502514778584577,2,1165,0,0.10712066196104891
44,42243.87220115968,837,21138.052670578836,2.132810486846995,east,A,10.667098023272409,1,1166,1,1.0
40,35588.83830263673,643,11574.890757863992,8.759873913420915,east,B,10.371026613169487,5,1167,1,0.9970416493133152
37,81547.09300085751,535,47576.796267497455,8.49625549557083,south,C,11.375304969018025,1,1168,0,0.0
47,66002.18039400129,741,37285.10135912338,3.578117681702329,west,C,,3,1169,1,0.9691754249696142
31,55183.04937493618,602,40828.62445921235,0.5086642839352704,south,A,10.485288542647725,4,1170,0,0.033999646081761516
46,44122.65064628688,678,38661.963051743965,3.4834275952167175,west,A,,1,1171,0,0.0
43,45338.157755417014,589,15926.86286477091,3.108651395326772,west,A,,5,1172,0,0.00013443805395676637
44,73137.22800266226,778,11329.548710910643,3.724594439428067,north,A,10.825782790444801,2,1173,0,0.07188094561697056
32,54598.66306496852,590,24324.5112354252,14.413867641665629,south,A,,2,1174,0,0.007519619651182717
60,3757.9228557678,789,42305.86047985166,1.1603173216029532,south,A,,2,1175,0,0.0
35,86314.07773488256,545,19873.189787034582,7.2995157233066905,west,C,11.336835370572018,3,1176,0,0.10889239263363051
36,52745.935354584275,620,5430.332400274145,4.553153417150023,east,A,8.660637143855594,3,1177,0,0.0881224148972955
39,55150.53508602225,789,34702.731595466175,3.513952285553276,north,B,,1,1178,0,0.025058827918954637
49,66300.42220152194,666,14002.838188392385,21.324599821726142,west,B,,1,1179,0,0.06378777056695435
44,56981.0424096738,850,29427.582307623798,9.720626837569569,north,B,,3,1180,0,0.0
28,61203.62926575215,623,5669.602251152849,17.464821971233608,south,A,,2,1181,0,0.03622272388327251
41,43644.14798952613,675,27898.243502970978,12.969612595068178,north,A,12.53154985033311,4,1182,0,0.0
42,31553.070140504202,840,22712.381859524434,5.9652119345554615,north,C,12.131370349440095,5,1183,0,0.0
61,54203.49172209795,498,44618.539414221515,4.366108833154866,east,A,11.074867708454674,1,1184,0,0.12959613054203384
38,71474.21978411885,486,37481.62097498135,16.861072646583825,north,A,13.944391903887627,1,1185,0,0.0
48,40282.961624253236,570,6621.2669706303,3.4485501762974398,north,C,9.621508606863216,4,1186,1,1.0
65,39079.640077703356,731,40528.507848747206,8.105575408825251,west,B,16.06352483022127,1,1187,0,0.014293834258908553
57,68315.28890569907,489,40605.23544690473,7.57535393500522,south,B,,4,1188,1,1.0
32,43141.32192288363,709,34853.42967499017,1.3777456800744874,east,A,,3,1189,0,0.0
51,43841.60129248397,702,46818.35311566479,0.8850396773564047,west,A,9.204444172119583,3,1190,0,0.0
46,44402.83590580637,850,41146.40874497613,2.177543766230192,north,B,10.74465112012061,4,1191,0,0.00692058666951633
37,49025.28528514281,754,14850.439907087943,9.633744158563887,west,A,,5,1192,0,0.023993424067039252
51,26395.428561469416,686,22169.564826094513,14.606543739355502,north,A,9.772167213893832,1,1193,1,0.9999091819284884
32,41909.8983118756,785,20746.545009636793,0.07262530140198066,west,A,13.55343969423524,1,1194,1,0.9965819427087552
35,53455.52028709583,703,27720.851739773163,5.534517469448371,south,A,10.478298569266922,4,1195,1,0.9339445028530312
39,53348.56904262244,603,47917.11290889359,5.582456617981963,north,A,10.540970772220398,1,1196,0,0.10068412348486891
37,67369.8957886938,535,32701.926580151532,13.222444548215686,north,B,8.182004610972566,3,1197,0,0.026784957465118317
49,77590.88333292207,593,19082.257673905795,4.320737343968171,south,A,10.836998149100769,3,1198,0,0.010445338065207756
41,72687.25169996604,645,47368.29822734474,25.956248765551763,east,A,,2,1199,0,0.0
36,63719.785761109015,667,36512.21627733637,4.5496591701395905,east,C,,3,1200,0,0.0
57,47768.98113849189,436,16973.623556690152,25.624513025756734,east,C,8.447051183703273,1,1201,0,0.04299932240237681
49,40653.9639506468,628,45793.07459610033,0.4185001359380174,north,A,15.34352675951337,2,1202,0,0.0
29,50268.17648762603,652,20489.580401124455,3.8597858754318723,west,C,,1,1203,1,1.0
29,58783.68154659347,704,28229.50740130179,3.31698452751336,south,A,7.086029158437464,5,1204,0,0.0
36,62329.06697368502,812,26565.028056038773,4.9547958427694425,north,A,8.603557080534856,5,1205,0,0.0773427421988316
30,59346.286002737754,668,46563.389298463415,6.994044770416614,west,A,9.896864321047573,2,1206,0,0.04506887177047186
54,48182.367929359214,559,16954.8511730443,1.2950174700596662,west,A,11.09333406523297,1,1207,0,0.0
35,61802.93359763392,468,19998.803608984068,0.39772666486392105,north,B,11.109593043450626,2,1208,0,0.023381270921145374
47,68913.08757625254,718,34707.20825017895,1.0958462918206193,south,B,11.353229103553051,5,1209,0,0.03705021797674078
65,63202.40576101312,563,44897.70663111592,3.9752399824664293,west,A,8.710279386725341,5,1210,0,0.0
51,49519.80417254902,736,10169.784080098409,1.575535855768282,east,A,,4,1211,0,0.08389134456939601
26,37492.2696124099,789,14444.758350745455,11.200502024231994,north,C,8.247881071778844,5,1212,1,1.0
36,37136.48855917839,495,47661.55171179033,2.163951910090585,east,A,8.760714033971977,1,1213,0,0.0
39,39781.735646117275,705,39978.36969819938,6.624450899657813,north,A,,3,1214,0,0.0
44,53856.12798012395,779,20573.13953695473,9.75376270733209,south,A,7.6232222908034615,4,1215,0,0.049354887069202366
53,57797.0563033345,751,21093.566363583268,3.4304065501386014,north,A,12.128418977716017,1,1216,0,0.01055795986135026
65,28782.01523083955,440,26129.024179985096,2.7503064008221223,east,A,,3,1217,0,0.024130045146604676
65,42440.07337454674,564,35320.97748887123,0.21969505879125462,west,A,11.95333073995626,2,1218,0,0.0013332277278139935
41,53649.281979580905,521,30246.84970931147,11.15561227210568,north,A,10.078626132048592,1,1219,0,0.0
40,36504.80134853596,702,39925.39786243045,2.8478971325340012,east,A,11.553615397730294,2,1220,0,0.02543088949640586
64,56508.56229589407,691,7437.505630106367,4.080285414475732,north,A,6.47742119071491,5,1221,0,0.0
41,45388.57563625152,380,41856.83341318264,1.3383704533003336,west,A,11.72617503609071,3,1222,0,0.0
35,39148.695924961154,619,7612.310828860956,7.289570173054047,north,A,10.35423966001006,1,1223,1,1.0
54,50798.08148673346,730,44643.82662597963,2.132319935365146,south,A,11.254219200298332,4,1224,0,0.043453456888235445
45,55884.204943686505,664,6946.449590637448,7.315313173741352,north,B,10.760046598097226,3,1225,0,0.04633824548789628
29,37272.066285951085,664,10752.459412046119,0.005156960192557864,west,B,8.025889690926228,2,1226,1,1.0
38,46360.81430278929,613,13108.296731767157,4.921317811367566,north,A,7.003920449217906,2,1227,0,0.019228693609005962
30,57015.17565960662,544,15037.285196284196,13.549212357854586,east,A,8.575891667634073,3,1228,0,0.005985376822465659
24,38568.64725024849,648,23079.29326656141,3.6299548136971964,north,A,11.129834562545824,5,1229,1,0.9660396325304379
65,25133.647393641473,655,34496.69030947752,8.601362113434682,east,A,,4,1230,0,0.0
43,26951.392314653684,711,45167.15218585001,5.684820831362005,west,A,7.264115445236275,3,1231,0,0.0
38,43729.23703914545,719,28602.62645614138,3.0613878491406386,west,C,8.037801265063571,2,1232,0,0.03952116694032875
36,30223.725855422923,658,28962.038338124366,5.4421035663510295,north,A,8.553528628118322,1,1233,0,0.0
41,44784.17157235631,759,19368.729407735787,6.666712853511288,west,A,9.285389879466369,1,1234,0,0.04513679909778773
36,74974.14276759018,612,41030.6190937632,12.297193244728055,south,A,7.275898338294695,1,1235,0,0.0
32,29321.024184669775,505,9971.880265318883,3.194630261020391,east,A,,5,1236,0,0.006402935738218287
37,45760.92722783449,697,18549.643129618416,5.699424252573251,west,A,,3,1237,0,0.0
62,81984.56831407077,662,9364.163618261442,0.8485511667985104,north,A,10.172507672450012,1,1238,0,0.06930372144414831
54,56121.951244635646,699,14638.136847179625,5.080463306053202,south,A,7.638811320493019,5,1239,0,0.060472117996821444
37,44484.15068786601,523,31396.906020010276,24.8475857592732,west,B,9.768392980056468,1,1240,0,0.0
65,47646.76048221142,829,10668.217459141051,5.636388186008615,north,A,12.11710563228363,4,1241,1,0.9550497961793352
40,56440.43762589917,721,9527.800786858475,0.6009461846290832,south,A,7.39644052517298,1,1242,0,0.04619445526660198
34,75436.5789594116,621,42165.98651478186,1.4989666479617885,east,C,9.587108483178922,3,1243,0,0.0
46,42037.19588784136,556,10323.46076423618,6.689328189388771,west,B,12.049513467501544,3,1244,0,0.0
65,38635.84575667576,757,32362.400746046893,2.1826919395646645,south,A,9.163463219272382,5,1245,0,0.024917493424386372
61,29317.869008296588,539,20840.50323023766,1.5456696565359405,south,C,8.852660618283162,4,1246,0,0.06092449609016132
34,51546.44048764706,850,45336.52047993108,7.160328561075134,west,B,12.326991628612948,3,1247,0,0.0
31,28914.689452731305,588,36839.75165636983,7.208806546237657,north,A,9.387595842056903,3,1248,0,0.020225884411738036
37,43043.26062767308,822,7674.360418087717,30.0,south,A,,4,1249,1,0.979216309413115
48,36369.74838334472,631,45296.06497291915,1.0518201875158373,south,A,10.857930782254398,3,1250,1,1.0
52,66111.85265351158,808,23625.45025412161,4.438403343399444,south,A,,4,1251,0,0.05475148432061077
58,42374.05418949791,576,18420.23520428443,1.2936011373913647,east,C,10.95938106119506,3,1252,0,0.0
43,55953.95492008424,651,35275.19097032896,5.895196084203144,north,A,10.640899027692075,5,1253,0,0.0
44,25938.619974671557,730,37308.826455472765,3.801577456883873,south,A,12.041765642004949,1,1254,0,0.0
43,51972.604316792684,716,18646.284959188728,2.6570676607333477,west,A,8.903308924269963,4,1255,0,0.04628442162301242
55,31952.59541208877,760,20824.544569867045,7.589435329804657,west,B,,5,1256,1,0.9431716754146087
52,43615.27250105211,601,12034.872927801072,8.472536017601499,west,A,9.876968640790725,4,1257,0,0.018601212060118336
34,83168.03861384335,658,31704.960416412843,1.6560924147811897,east,A,11.408296283279569,5,1258,1,1.0
50,63982.61565861326,774,48060.90739992298,1.7599265951201728,east,A,7.949641611111648,3,1259,0,0.0
54,48073.8112575304,579,23748.1008054527,1.3682211695538131,north,A,,3,1260,1,0.9916894574910022
55,97984.12864674794,707,49829.27817174955,2.747187280833984,north,A,10.932657544340833,1,1261,0,0.04995217237533864
45,36272.37964440024,628,12938.657202312766,8.967334988053295,east,A,7.366149852734107,2,1262,0,0.0
44,67478.24573113042,670,40824.47565688031,1.1405089872831675,south,A,12.416525650961,1,1263,0,0.0
41,27009.883147293283,658,46764.87141264155,0.13343768724917549,west,A,14.468186161595462,4,1264,1,0.9882804389395464
42,46341.158635280786,571,35962.445869846284,21.307657603878944,north,A,12.003667939098815,4,1265,0,0.06389563310381866
